Unnamed: 0,code,parent,rank,chapter,description,is_canadian,accuracy,f1_score,recall,precision,binary_cross_entropy
18,82463,NEOPLASM,1,NEOPLASM,Neuroendocrine carcinoma,TRUE,0.99983579,0,0,0,0.018482864
19,82630,NEOPLASM,1,NEOPLASM,Tubulovillous adenoma NOS,TRUE,1,0,0,0,0.018482864
20,83123,NEOPLASM,1,NEOPLASM,Renal cell carcinoma,TRUE,0.999981754,0,0,0,0.018482864
21,83803,NEOPLASM,1,NEOPLASM,Endometrioid carcinoma,TRUE,0.999963509,0,0,0,0.018482864
22,84813,NEOPLASM,1,NEOPLASM,Mucin-producing adenocarcinoma,TRUE,1,0,0,0,0.018482864
23,84903,NEOPLASM,1,NEOPLASM,Signet ring cell carcinoma,TRUE,1,0,0,0,0.018482864
24,85003,NEOPLASM,1,NEOPLASM,Infiltrating duct carcinoma,TRUE,0.999981754,0,0,0,0.018482864
25,85623,NEOPLASM,1,NEOPLASM,Epithelial-myoepithelial carcinoma,TRUE,1,0,0,0,0.018482864
26,87203,NEOPLASM,1,NEOPLASM,Malignant melanoma NOS,TRUE,0.999963509,0,0,0,0.018482864
27,88003,NEOPLASM,1,NEOPLASM,Sarcoma NOS,TRUE,1,0,0,0,0.018482864
28,88900,NEOPLASM,1,NEOPLASM,Leiomyoma NOS,TRUE,0.999981754,0,0,0,0.018482864
29,91730,NEOPLASM,1,NEOPLASM,Cystic lymphangioma,TRUE,1,0,0,0,0.018482864
30,96803,NEOPLASM,1,NEOPLASM,"Malignant lymphoma, large cell, diffuse NOS",TRUE,0.999981754,0,0,0,0.018482864
31,97323,NEOPLASM,1,NEOPLASM,Multiple myeloma,TRUE,0.999963509,0,0,0,0.018482864
32,98233,NEOPLASM,1,NEOPLASM,Chronic lymphocytic leukaemia,TRUE,0.999981754,0,0,0,0.018482864
33,98613,NEOPLASM,1,NEOPLASM,Acute myeloid leukaemia,TRUE,0.999963509,0,0,0,0.018482864
34,98633,NEOPLASM,1,NEOPLASM,Chronic myeloid leukaemia,TRUE,0.999963509,0,0,0,0.018482864
35,99403,NEOPLASM,1,NEOPLASM,Hairy cell leukaemia,TRUE,0.999981754,0,0,0,0.018482864
36,99601,NEOPLASM,1,NEOPLASM,Chronic myeloproliferative disease,TRUE,1,0,0,0,0.018482864
37,A014,A01,3,I,"Paratyphoid fever, unspecified",FALSE,1,0,0,0,0.018482864
38,A01,A00-A09,2,I,Typhoid and paratyphoid fevers,FALSE,1,0,0,0,0.018482864
39,A00-A09,I,1,I,Intestinal infectious diseases,FALSE,0.97414611,0,0,0,0.018482864
40,I,,0,I,Certain infectious and parasitic diseases,FALSE,0.9678879,0.81332202,0.697598253,0.975076297,0.018482864
41,A020,A02,3,I,Salmonella enteritis,FALSE,0.999726317,0,0,0,0.018482864
42,A02,A00-A09,2,I,Other salmonella infections,FALSE,0.999525617,0,0,0,0.018482864
43,A021,A02,3,I,Salmonella sepsis,FALSE,0.999890527,0,0,0,0.018482864
44,A022,A02,3,I,Localized salmonella infections,FALSE,0.999981754,0,0,0,0.018482864
45,A028,A02,3,I,Other specified salmonella infections,FALSE,0.999963509,0,0,0,0.018482864
46,A029,A02,3,I,"Salmonella infection, unspecified",FALSE,0.999927018,0,0,0,0.018482864
47,A038,A03,3,I,Other shigellosis,FALSE,0.999981754,0,0,0,0.018482864
48,A03,A00-A09,2,I,Shigellosis,FALSE,0.999981754,0,0,0,0.018482864
49,A044,A04,3,I,Other intestinal Escherichia coli infections,FALSE,0.999872281,0,0,0,0.018482864
50,A04,A00-A09,2,I,Other bacterial intestinal infections,FALSE,0.991223909,0,0,0,0.018482864
51,A045,A04,3,I,Campylobacter enteritis,FALSE,0.999744563,0,0,0,0.018482864
52,A046,A04,3,I,Enteritis due to Yersinia enterocolitica,FALSE,1,0,0,0,0.018482864
53,A047,A04,3,I,Enterocolitis due to Clostridium difficile,FALSE,0.991716538,0,0,0,0.018482864
54,A048,A04,3,I,Other specified bacterial intestinal infections,FALSE,0.999890527,0,0,0,0.018482864
55,A049,A04,3,I,"Bacterial intestinal infection, unspecified",FALSE,0.999963509,0,0,0,0.018482864
56,A059,A05,3,I,"Bacterial foodborne intoxication, unspecified",FALSE,0.999963509,0,0,0,0.018482864
57,A05,A00-A09,2,I,"Other bacterial foodborne intoxications, not elsewhere classified",FALSE,0.999963509,0,0,0,0.018482864
58,A060,A06,3,I,Acute amoebic dysentery,FALSE,0.999981754,0,0,0,0.018482864
59,A06,A00-A09,2,I,Amoebiasis,FALSE,0.999963509,0,0,0,0.018482864
60,A064,A06,3,I,Amoebic liver abscess,FALSE,0.999981754,0,0,0,0.018482864
61,A071,A07,3,I,Giardiasis [lambliasis],FALSE,0.999981754,0,0,0,0.018482864
62,A07,A00-A09,2,I,Other protozoal intestinal diseases,FALSE,0.999963509,0,0,0,0.018482864
63,A078,A07,3,I,Other specified protozoal intestinal diseases,FALSE,0.999981754,0,0,0,0.018482864
64,A080,A08,3,I,Rotaviral enteritis,FALSE,0.999981754,0,0,0,0.018482864
65,A08,A00-A09,2,I,Viral and other specified intestinal infections,FALSE,0.997591592,0,0,0,0.018482864
66,A081,A08,3,I,Acute gastroenteropathy due to Norovirus,FALSE,0.999872281,0,0,0,0.018482864
67,A083,A08,3,I,Other viral enteritis,FALSE,0.999799299,0,0,0,0.018482864
68,A084,A08,3,I,"Viral intestinal infection, unspecified",FALSE,0.998029485,0,0,0,0.018482864
69,A085,A08,3,I,Other specified intestinal infections,FALSE,0.999890527,0,0,0,0.018482864
70,A09,A00-A09,2,I,Other gastroenteritis and colitis of infectious and unspecified origin,FALSE,0.985476573,0,0,0,0.018482864
71,A090,A09,3,I,Other and unspecified gastroenteritis and colitis of infectious origin,FALSE,0.99927018,0,0,0,0.018482864
72,A099,A09,3,I,Gastroenteritis and colitis of unspecified origin,FALSE,0.986133411,0,0,0,0.018482864
73,A1500,A150,4,I,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture, with cavitation",TRUE,1,0,0,0,0.018482864
74,A150,A15,3,I,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",FALSE,1,0,0,0,0.018482864
75,A15,A15-A19,2,I,"Respiratory tuberculosis, bacteriologically and histologically confirmed",FALSE,0.999981754,0,0,0,0.018482864
76,A15-A19,I,1,I,Tuberculosis,FALSE,0.999799299,0,0,0,0.018482864
77,A1501,A150,4,I,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture, without cavitation or unspecified",TRUE,1,0,0,0,0.018482864
78,A151,A15,3,I,"Tuberculosis of lung, confirmed by culture only",FALSE,0.999981754,0,0,0,0.018482864
79,A1521,A152,4,I,"Tuberculosis of lung, confirmed histologically, without cavitation or unspecified",TRUE,1,0,0,0,0.018482864
80,A152,A15,3,I,"Tuberculosis of lung, confirmed histologically",FALSE,1,0,0,0,0.018482864
81,A154,A15,3,I,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically",FALSE,1,0,0,0,0.018482864
82,A155,A15,3,I,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",FALSE,1,0,0,0,0.018482864
83,A157,A15,3,I,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically",FALSE,1,0,0,0,0.018482864
84,A158,A15,3,I,"Other respiratory tuberculosis, confirmed bacteriologically and histologically",FALSE,1,0,0,0,0.018482864
85,A1590,A159,4,I,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically with cavitation",TRUE,1,0,0,0,0.018482864
86,A159,A15,3,I,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",FALSE,1,0,0,0,0.018482864
87,A160,A16,3,I,"Tuberculosis of lung, bacteriologically and histologically negative",FALSE,1,0,0,0,0.018482864
88,A16,A15-A19,2,I,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",FALSE,0.999872281,0,0,0,0.018482864
89,A1620,A162,4,I,"Tuberculosis of lung, without mention of bacteriological or histological confirmation, with cavitation",TRUE,0.999981754,0,0,0,0.018482864
90,A162,A16,3,I,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",FALSE,0.999945263,0,0,0,0.018482864
91,A1621,A162,4,I,"Tuberculosis of lung, without mention of bacteriological or histological confirmation, without cavitation or unspecified",TRUE,0.999963509,0,0,0,0.018482864
92,A165,A16,3,I,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation",FALSE,1,0,0,0,0.018482864
93,A1690,A169,4,I,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation, with cavitation",TRUE,1,0,0,0,0.018482864
94,A169,A16,3,I,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",FALSE,0.999927018,0,0,0,0.018482864
95,A1691,A169,4,I,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation, without cavitation or unspecified",TRUE,0.999927018,0,0,0,0.018482864
96,A170,A17,3,I,Tuberculous meningitis,FALSE,0.999981754,0,0,0,0.018482864
97,A17,A15-A19,2,I,Tuberculosis of nervous system,FALSE,0.999981754,0,0,0,0.018482864
98,A180,A18,3,I,Tuberculosis of bones and joints,FALSE,0.999981754,0,0,0,0.018482864
99,A18,A15-A19,2,I,Tuberculosis of other organs,FALSE,0.999945263,0,0,0,0.018482864
100,A181,A18,3,I,Tuberculosis of genitourinary system,FALSE,1,0,0,0,0.018482864
101,A183,A18,3,I,"Tuberculosis of intestines, peritoneum and mesenteric glands",FALSE,1,0,0,0,0.018482864
102,A185,A18,3,I,Tuberculosis of eye,FALSE,0.999981754,0,0,0,0.018482864
103,A188,A18,3,I,Tuberculosis of other specified organs,FALSE,0.999981754,0,0,0,0.018482864
104,A199,A19,3,I,"Miliary tuberculosis, unspecified",FALSE,1,0,0,0,0.018482864
105,A19,A15-A19,2,I,Miliary tuberculosis,FALSE,1,0,0,0,0.018482864
106,A280,A28,3,I,Pasteurellosis,FALSE,0.999963509,0,0,0,0.018482864
107,A28,A20-A28,2,I,"Other zoonotic bacterial diseases, not elsewhere classified",FALSE,0.999945263,0,0,0,0.018482864
108,A20-A28,I,1,I,Certain zoonotic bacterial diseases,FALSE,0.999945263,0,0,0,0.018482864
109,A281,A28,3,I,Cat-scratch disease,FALSE,0.999981754,0,0,0,0.018482864
110,A309,A30,3,I,"Leprosy, unspecified",FALSE,1,0,0,0,0.018482864
111,A30,A30-A49,2,I,Leprosy [Hansen disease],FALSE,1,0,0,0,0.018482864
112,A30-A49,I,1,I,Other bacterial diseases,FALSE,0.999781054,0.996124031,0.993556701,0.998704663,0.018482864
113,A310,A31,3,I,Pulmonary mycobacterial infection,FALSE,0.999927018,0,0,0,0.018482864
114,A31,A30-A49,2,I,Infection due to other mycobacteria,FALSE,0.99983579,0,0,0,0.018482864
115,A312,A31,3,I,Disseminated mycobacterium avium-intracellulare complex [DMAC] infection,TRUE,0.999981754,0,0,0,0.018482864
116,A318,A31,3,I,Other mycobacterial infections,FALSE,0.999981754,0,0,0,0.018482864
117,A319,A31,3,I,"Mycobacterial infection, unspecified",FALSE,0.999945263,0,0,0,0.018482864
118,A321,A32,3,I,Listerial meningitis and meningoencephalitis,FALSE,1,0,0,0,0.018482864
119,A32,A30-A49,2,I,Listeriosis,FALSE,0.999981754,0,0,0,0.018482864
120,A327,A32,3,I,Listerial sepsis,FALSE,1,0,0,0,0.018482864
121,A328,A32,3,I,Other forms of listeriosis,FALSE,0.999981754,0,0,0,0.018482864
122,A369,A36,3,I,"Diphtheria, unspecified",FALSE,1,0,0,0,0.018482864
123,A36,A30-A49,2,I,Diphtheria,FALSE,1,0,0,0,0.018482864
124,A370,A37,3,I,Whooping cough due to Bordetella pertussis,FALSE,0.999963509,0,0,0,0.018482864
125,A37,A30-A49,2,I,Whooping cough,FALSE,0.999945263,0,0,0,0.018482864
126,A379,A37,3,I,"Whooping cough, unspecified",FALSE,0.999981754,0,0,0,0.018482864
127,A38,A30-A49,2,I,Scarlet fever,FALSE,1,0,0,0,0.018482864
128,A390,A39,3,I,Meningococcal meningitis,FALSE,1,0,0,0,0.018482864
129,A39,A30-A49,2,I,Meningococcal infection,FALSE,0.999981754,0,0,0,0.018482864
130,A394,A39,3,I,"Meningococcaemia, unspecified",FALSE,1,0,0,0,0.018482864
131,A398,A39,3,I,Other meningococcal infections,FALSE,0.999981754,0,0,0,0.018482864
132,A400,A40,3,I,"Sepsis due to streptococcus, group A",FALSE,0.999817545,0,0,0,0.018482864
133,A40,A30-A49,2,I,Streptococcal sepsis,FALSE,0.998029485,0,0,0,0.018482864
134,A401,A40,3,I,"Sepsis due to streptococcus, group B",FALSE,0.999726317,0,0,0,0.018482864
135,A402,A40,3,I,"Sepsis due to streptococcus, group D and enterococcus",FALSE,0.999598599,0,0,0,0.018482864
136,A4020,A402,4,I,"Sepsis due to streptococcus, group D",TRUE,1,0,0,0,0.018482864
137,A4021,A402,4,I,Sepsis due to enterococcus,TRUE,0.999616844,0,0,0,0.018482864
138,A403,A40,3,I,Sepsis due to Streptococcus pneumoniae,FALSE,0.99963509,0,0,0,0.018482864
139,A408,A40,3,I,Other streptococcal sepsis,FALSE,0.999397898,0,0,0,0.018482864
140,A409,A40,3,I,"Streptococcal sepsis, unspecified",FALSE,0.999762808,0,0,0,0.018482864
141,A410,A41,3,I,Sepsis due to Staphylococcus aureus,FALSE,0.997500365,0,0,0,0.018482864
142,A41,A30-A49,2,I,Other sepsis,FALSE,0.990494088,0.764997745,0.771610555,0.758497317,0.018482864
143,A411,A41,3,I,Sepsis due to other specified staphylococcus,FALSE,0.999343162,0,0,0,0.018482864
144,A412,A41,3,I,Sepsis due to unspecified staphylococcus,FALSE,0.999854036,0,0,0,0.018482864
145,A413,A41,3,I,Sepsis due to Haemophilus influenzae,FALSE,0.999908772,0,0,0,0.018482864
146,A414,A41,3,I,Sepsis due to anaerobes,FALSE,0.999744563,0,0,0,0.018482864
147,A4150,A415,4,I,Sepsis due to Escherichia coli [E.coli],TRUE,0.99678879,0,0,0,0.018482864
148,A415,A41,3,I,Sepsis due to other Gram-negative organisms,FALSE,0.995438622,0.007936508,0.004,0.5,0.018482864
149,A4151,A415,4,I,Sepsis due to Pseudomonas,TRUE,0.999543862,0,0,0,0.018482864
150,A4152,A415,4,I,Sepsis due to Serratia,TRUE,0.999908772,0,0,0,0.018482864
151,A4158,A415,4,I,Sepsis due to other Gram-negative organisms,TRUE,0.999142461,0,0,0,0.018482864
152,A418,A41,3,I,Other specified sepsis,FALSE,0.998540359,0,0,0,0.018482864
153,A4180,A418,4,I,Sepsis due to Enterococcus,TRUE,0.999324916,0,0,0,0.018482864
154,A4188,A418,4,I,Other specified sepsis,TRUE,0.999543862,0,0,0,0.018482864
155,A419,A41,3,I,"Sepsis, unspecified",FALSE,0.989508831,0.294478528,0.198019802,0.574162679,0.018482864
156,A420,A42,3,I,Pulmonary actinomycosis,FALSE,0.999981754,0,0,0,0.018482864
157,A42,A30-A49,2,I,Actinomycosis,FALSE,0.999981754,0,0,0,0.018482864
158,A429,A42,3,I,"Actinomycosis, unspecified",FALSE,1,0,0,0,0.018482864
159,A438,A43,3,I,Other forms of nocardiosis,FALSE,1,0,0,0,0.018482864
160,A43,A30-A49,2,I,Nocardiosis,FALSE,1,0,0,0,0.018482864
161,A46,A30-A49,2,I,Erysipelas,FALSE,0.999927018,0,0,0,0.018482864
162,A480,A48,3,I,Gas gangrene,FALSE,0.999689826,0,0,0,0.018482864
163,A48,A30-A49,2,I,"Other bacterial diseases, not elsewhere classified",FALSE,0.999598599,0,0,0,0.018482864
164,A481,A48,3,I,Legionnaires disease,FALSE,0.999981754,0,0,0,0.018482864
165,A483,A48,3,I,Toxic shock syndrome,FALSE,0.999945263,0,0,0,0.018482864
166,A488,A48,3,I,Other specified bacterial diseases,FALSE,0.999981754,0,0,0,0.018482864
167,A490,A49,3,I,"Staphylococcal infection, unspecified site",FALSE,0.998376149,0,0,0,0.018482864
168,A49,A30-A49,2,I,Bacterial infection of unspecified site,FALSE,0.993322143,0.046875,0.024793388,0.428571429,0.018482864
169,A491,A49,3,I,"Streptococcal and enterococcal infection, unspecified site",FALSE,0.999507371,0,0,0,0.018482864
170,A492,A49,3,I,"Haemophilus influenzae infection, unspecified site",FALSE,0.999945263,0,0,0,0.018482864
171,A498,A49,3,I,Other bacterial infections of unspecified site,FALSE,0.998065976,0,0,0,0.018482864
172,A499,A49,3,I,"Bacterial infection, unspecified",FALSE,0.997244928,0,0,0,0.018482864
173,A513,A51,3,I,Secondary syphilis of skin and mucous membranes,FALSE,0.999981754,0,0,0,0.018482864
174,A51,A50-A64,2,I,Early syphilis,FALSE,0.999963509,0,0,0,0.018482864
175,A50-A64,I,1,I,Infections with a predominantly sexual mode of transmission,FALSE,0.999726317,0,0,0,0.018482864
176,A514,A51,3,I,Other secondary syphilis,FALSE,0.999981754,0,0,0,0.018482864
177,A520,A52,3,I,Cardiovascular syphilis,FALSE,1,0,0,0,0.018482864
178,A52,A50-A64,2,I,Late syphilis,FALSE,0.999927018,0,0,0,0.018482864
179,A521,A52,3,I,Symptomatic neurosyphilis,FALSE,0.999981754,0,0,0,0.018482864
180,A523,A52,3,I,"Neurosyphilis, unspecified",FALSE,0.999981754,0,0,0,0.018482864
181,A527,A52,3,I,Other symptomatic late syphilis,FALSE,0.999981754,0,0,0,0.018482864
182,A528,A52,3,I,"Late syphilis, latent",FALSE,0.999981754,0,0,0,0.018482864
183,A530,A53,3,I,"Latent syphilis, unspecified as early or late",FALSE,0.999981754,0,0,0,0.018482864
184,A53,A50-A64,2,I,Other and unspecified syphilis,FALSE,0.999963509,0,0,0,0.018482864
185,A539,A53,3,I,"Syphilis, unspecified",FALSE,0.999981754,0,0,0,0.018482864
186,A544,A54,3,I,Gonococcal infection of musculoskeletal system,FALSE,1,0,0,0,0.018482864
187,A54,A50-A64,2,I,Gonococcal infection,FALSE,0.999963509,0,0,0,0.018482864
188,A5486,A548,4,I,Gonococcal sepsis,TRUE,0.999981754,0,0,0,0.018482864
189,A548,A54,3,I,Other gonococcal infections,FALSE,0.999981754,0,0,0,0.018482864
190,A5488,A548,4,I,Other gonococcal infections,TRUE,1,0,0,0,0.018482864
191,A549,A54,3,I,"Gonococcal infection, unspecified",FALSE,0.999981754,0,0,0,0.018482864
192,A600,A60,3,I,Herpesviral infection of genitalia and urogenital tract,FALSE,0.999981754,0,0,0,0.018482864
193,A60,A50-A64,2,I,Anogenital herpesviral [herpes simplex] infection,FALSE,0.999981754,0,0,0,0.018482864
194,A609,A60,3,I,"Anogenital herpesviral infection, unspecified",FALSE,1,0,0,0,0.018482864
195,A630,A63,3,I,Anogenital (venereal) warts,FALSE,0.999927018,0,0,0,0.018482864
196,A63,A50-A64,2,I,"Other predominantly sexually transmitted diseases, not elsewhere classified",FALSE,0.999927018,0,0,0,0.018482864
197,A64,A50-A64,2,I,Unspecified sexually transmitted disease,FALSE,0.999981754,0,0,0,0.018482864
198,A691,A69,3,I,Other Vincent infections,FALSE,1,0,0,0,0.018482864
199,A69,A65-A69,2,I,Other spirochaetal infections,FALSE,0.999945263,0,0,0,0.018482864
200,A65-A69,I,1,I,Other spirochaetal diseases,FALSE,0.999945263,0,0,0,0.018482864
201,A692,A69,3,I,Lyme disease,FALSE,0.999945263,0,0,0,0.018482864
202,A70,A70-A74,2,I,Chlamydia psittaci infection,FALSE,0.999981754,0,0,0,0.018482864
203,A70-A74,I,1,I,Other diseases caused by chlamydiae,FALSE,0.999945263,0,0,0,0.018482864
204,A749,A74,3,I,"Chlamydial infection, unspecified",FALSE,0.999963509,0,0,0,0.018482864
205,A74,A70-A74,2,I,Other diseases caused by chlamydiae,FALSE,0.999963509,0,0,0,0.018482864
206,A770,A77,3,I,Spotted fever due to Rickettsia rickettsii,FALSE,1,0,0,0,0.018482864
207,A77,A75-A79,2,I,Spotted fever [tick-borne rickettsioses],FALSE,1,0,0,0,0.018482864
208,A75-A79,I,1,I,Rickettsioses,FALSE,1,0,0,0,0.018482864
209,A809,A80,3,I,"Acute poliomyelitis, unspecified",FALSE,1,0,0,0,0.018482864
210,A80,A80-A89,2,I,Acute poliomyelitis,FALSE,1,0,0,0,0.018482864
211,A80-A89,I,1,I,Viral infections of the central nervous system,FALSE,0.999817545,0,0,0,0.018482864
212,A810,A81,3,I,Creutzfeldt-Jakob disease,FALSE,0.999963509,0,0,0,0.018482864
213,A81,A80-A89,2,I,Atypical virus infections of central nervous system,FALSE,0.999963509,0,0,0,0.018482864
214,A812,A81,3,I,Progressive multifocal leukoencephalopathy,FALSE,1,0,0,0,0.018482864
215,A858,A85,3,I,Other specified viral encephalitis,FALSE,0.999981754,0,0,0,0.018482864
216,A85,A80-A89,2,I,"Other viral encephalitis, not elsewhere classified",FALSE,0.999981754,0,0,0,0.018482864
217,A86,A80-A89,2,I,Unspecified viral encephalitis,FALSE,0.999945263,0,0,0,0.018482864
218,A872,A87,3,I,Lymphocytic choriomeningitis,FALSE,1,0,0,0,0.018482864
219,A87,A80-A89,2,I,Viral meningitis,FALSE,0.999927018,0,0,0,0.018482864
220,A879,A87,3,I,"Viral meningitis, unspecified",FALSE,0.999927018,0,0,0,0.018482864
221,A90,,0,A90,Dengue fever [classical dengue],TRUE,0.999981754,0,0,0,0.018482864
222,A920,A92,3,I,Chikungunya virus disease,FALSE,1,0,0,0,0.018482864
223,A92,A92-A99,2,I,Other mosquito-borne viral fevers,FALSE,1,0,0,0,0.018482864
224,A92-A99,I,1,I,Arthropod-borne viral fevers and viral haemorrhagic fevers,FALSE,1,0,0,0,0.018482864
225,A923,A92,3,I,West Nile virus infection,FALSE,1,0,0,0,0.018482864
226,B000,B00,3,I,Eczema herpeticum,FALSE,0.999981754,0,0,0,0.018482864
227,B00,B00-B09,2,I,Herpesviral [herpes simplex] infections,FALSE,0.999434389,0,0,0,0.018482864
228,B00-B09,I,1,I,Viral infections characterized by skin and mucous membrane lesions,FALSE,0.997628083,0,0,0,0.018482864
229,B001,B00,3,I,Herpesviral vesicular dermatitis,FALSE,0.999927018,0,0,0,0.018482864
230,B002,B00,3,I,Herpesviral gingivostomatitis and pharyngotonsillitis,FALSE,0.999945263,0,0,0,0.018482864
231,B004,B00,3,I,Herpesviral encephalitis,FALSE,0.999981754,0,0,0,0.018482864
232,B005,B00,3,I,Herpesviral ocular disease,FALSE,0.999908772,0,0,0,0.018482864
233,B007,B00,3,I,Disseminated herpesviral disease,FALSE,1,0,0,0,0.018482864
234,B008,B00,3,I,Other forms of herpesviral infection,FALSE,0.99983579,0,0,0,0.018482864
235,B009,B00,3,I,"Herpesviral infection, unspecified",FALSE,0.999854036,0,0,0,0.018482864
236,B011,B01,3,I,Varicella encephalitis,FALSE,0.999981754,0,0,0,0.018482864
237,B01,B00-B09,2,I,Varicella [chickenpox],FALSE,0.999945263,0,0,0,0.018482864
238,B012,B01,3,I,Varicella pneumonia,FALSE,1,0,0,0,0.018482864
239,B018,B01,3,I,Varicella with other complications,FALSE,1,0,0,0,0.018482864
240,B019,B01,3,I,Varicella without complication,FALSE,0.999963509,0,0,0,0.018482864
241,B020,B02,3,I,Zoster encephalitis,FALSE,0.999908772,0,0,0,0.018482864
242,B02,B00-B09,2,I,Zoster [herpes zoster],FALSE,0.998284922,0,0,0,0.018482864
243,B021,B02,3,I,Zoster meningitis,FALSE,0.999981754,0,0,0,0.018482864
244,B022,B02,3,I,Zoster with other nervous system involvement,FALSE,0.999653335,0,0,0,0.018482864
245,B023,B02,3,I,Zoster ocular disease,FALSE,0.999890527,0,0,0,0.018482864
246,B027,B02,3,I,Disseminated zoster,FALSE,0.999945263,0,0,0,0.018482864
247,B028,B02,3,I,Zoster with other complications,FALSE,0.999981754,0,0,0,0.018482864
248,B029,B02,3,I,Zoster without complication,FALSE,0.998868778,0,0,0,0.018482864
249,B07,B00-B09,2,I,Viral warts,FALSE,0.999963509,0,0,0,0.018482864
250,B083,B08,3,I,Erythema infectiosum [fifth disease],FALSE,1,0,0,0,0.018482864
251,B08,B00-B09,2,I,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",FALSE,1,0,0,0,0.018482864
252,B084,B08,3,I,Enteroviral vesicular stomatitis with exanthem,FALSE,1,0,0,0,0.018482864
253,B09,B00-B09,2,I,Unspecified viral infection characterized by skin and mucous membrane lesions,FALSE,1,0,0,0,0.018482864
254,B159,B15,3,I,Hepatitis A without hepatic coma,FALSE,0.999981754,0,0,0,0.018482864
255,B15,B15-B19,2,I,Acute hepatitis A,FALSE,0.999981754,0,0,0,0.018482864
256,B15-B19,I,1,I,Viral hepatitis,FALSE,0.997755802,0,0,0,0.018482864
257,B169,B16,3,I,Acute hepatitis B without delta-agent and without hepatic coma,FALSE,0.999945263,0,0,0,0.018482864
258,B16,B15-B19,2,I,Acute hepatitis B,FALSE,0.999945263,0,0,0,0.018482864
259,B171,B17,3,I,Acute hepatitis C,FALSE,0.999908772,0,0,0,0.018482864
260,B17,B15-B19,2,I,Other acute viral hepatitis,FALSE,0.999799299,0,0,0,0.018482864
261,B179,B17,3,I,"Acute viral hepatitis, unspecified",FALSE,0.999890527,0,0,0,0.018482864
262,B180,B18,3,I,Chronic viral hepatitis B with delta-agent,FALSE,0.999981754,0,0,0,0.018482864
263,B18,B15-B19,2,I,Chronic viral hepatitis,FALSE,0.998011239,0,0,0,0.018482864
264,B181,B18,3,I,Chronic viral hepatitis B without delta-agent,FALSE,0.999781054,0,0,0,0.018482864
265,B1819,B18.1,4,I,Chronic viral hepatitis B without delta-agent : other and unspecified phase,FALSE,0.999981754,0,0,0,0.018482864
